Date,Open,High,Low,Close,Volume,code,name,ret_cc,mom_1d,mom_3d,mom_5d,mom_10d,mom_20d,vol_10d,vol_20d,dollar_volume,oc_ret,oo_ret,cc_next_ret,situation,market_mom_20d,market_vol_20d,score,rank,trade_return
2025-08-12,2575.0,2680.0,2505.0,2565.0,126523,024800,유성티엔에스,-0.003883495145631022,-0.058500914076782484,-0.09965034965034969,-0.10899653979238755,-0.08849557522123896,-0.17862838915470491,0.03242349885953432,0.024739780871946105,579725200.0,-0.003883495145631022,-0.023300970873786353,-0.023391812865497075,down_low_vol,-0.021608746895466102,0.008528499374605003,4.405719693175826,3.0,-0.026491812865497073
2025-08-14,2465.0,2600.0,2465.0,2515.0,67024,024800,유성티엔에스,0.003992015968063978,-0.023391812865497075,-0.08409506398537481,-0.12412587412587417,-0.14065180102915953,-0.18536585365853664,0.028026328227061775,0.024840130044618113,565055355.0,0.020283975659229236,0.05070993914807298,-0.05964214711729621,down_low_vol,-0.021588433098317372,0.008515203771854243,4.996989705887929,3.0,-0.06274214711729621
2025-08-12,42000.0,42400.0,40800.0,40850.0,478740,028300,HLB,0.001225490196078427,-0.04225352112676062,-0.1225806451612903,-0.14733542319749215,-0.17658930373360238,-0.21235521235521237,0.026001996219086193,0.024650847567673728,58871258400.0,-0.027380952380952395,-0.021428571428571463,0.022031823745410017,down_low_vol,-0.021608746895466102,0.008528499374605003,5.976890765845421,1.0,0.01893182374541002
2025-08-13,41100.0,42500.0,40900.0,41750.0,541451,028300,HLB,0.022031823745410017,0.001225490196078427,-0.0840807174887892,-0.14090431125131442,-0.1663265306122449,-0.21593090211132437,0.026697602245021736,0.0245022522448704,19556529000.0,0.015815085158150888,0.019464720194647178,-0.010778443113772407,down_low_vol,-0.025581736164882796,0.008507114519769956,5.750667728139687,2.0,-0.013878443113772407
2024-04-17,32742.01171875,32742.01171875,32265.41766170851,32742.01171875,5930,031440,신세계푸드,0.0014577489374238972,-0.017192012741887086,-0.04722217257715533,-0.07547177731138854,-0.08411226202906719,-0.07686244890333105,0.009311492765610432,0.010425538480025287,482437851.65625,0.0,-9.157098412870823e-09,-0.004366821344185201,down_low_vol,-0.04171861421962242,0.00728738128557323,7.239125101882075,3.0,-0.007466821344185201
2024-11-08,9130.0,9190.0,9000.0,9050.0,219692,032350,롯데관광개발,-0.007675438596491224,0.0,-0.0328738069989396,-0.06172839506172845,-0.05785123966942152,-0.1032448377581121,0.015188643088275442,0.011363055268008017,2531830560.0,-0.008762322015334112,-0.008762322015334112,-0.03867403314917128,down_low_vol,-0.03510775108458486,0.0071676655569147965,5.432376557695794,1.0,-0.04177403314917128
2024-11-12,8610.0,8950.0,8410.0,8840.0,522546,032350,롯데관광개발,0.016091954022988464,-0.03867403314917128,-0.046052631578947345,-0.0774125132555673,-0.1049382716049383,-0.13260219341974078,0.013773429892553164,0.013406908034773651,4235351400.0,0.026713124274099886,0.022067363530778206,-0.02375565610859731,down_low_vol,-0.04844560390111419,0.0081225880085969,5.774076547312891,3.0,-0.02685565610859731
2025-03-21,1485.0,1845.0,1485.0,1660.0,6691742,032680,소프트센,0.12542372881355934,-0.006734006734006703,-0.032786885245901676,-0.06645569620253167,-0.0809968847352025,-0.14739884393063585,0.012150966003328652,0.014491712600956644,194561350.0,0.11784511784511786,0.1077441077441077,-0.0060240963855421326,down_low_vol,-0.02302822111105507,0.00784822521196356,4.585772436457559,2.0,-0.009124096385542133
2025-10-22,3240.0,3275.0,3160.0,3260.0,60561,033560,블루콤,0.018750000000000044,-0.01538461538461533,-0.04761904761904767,-0.05465288035450522,-0.046199701937406856,-0.03614457831325302,0.011424588460263176,0.011048484645392327,165385600.0,0.006172839506172867,0.020061728395061706,0.0,down_low_vol,-0.02028585987621112,0.007828970340654951,4.9466403863173865,2.0,-0.0031
2024-04-22,6773.1325906750935,6866.555109167164,6773.1325906750935,6847.87060546875,12915,034810,해성산업,0.0,-0.010796189624942443,-0.012129422773113241,-0.03170407085130389,-0.051746425025537945,-0.060256423228388534,0.005209809899017655,0.004701210094232213,285371311.7416992,0.011034482758620623,0.0055172413793103114,0.0,down_low_vol,-0.040446462769794356,0.008282130572824642,6.743810681892467,2.0,-0.0031
2024-04-18,4816.563840866089,4873.67724609375,4788.007138252258,4873.67724609375,24730,036030,케이티알파,0.011857784042329511,-0.011718824749223367,-0.0488722359113255,-0.06296295803742369,-0.07155966860355234,-0.09318998162078174,0.009173036963267316,0.00868610081005956,307489412.34375,0.011857707509881354,0.015810194895584884,-0.025390703467116582,down_low_vol,-0.03352665065269578,0.007132356628364866,7.248702198402411,2.0,-0.02849070346711658
2024-04-22,4749.931316067246,4826.08251953125,4692.817913469244,4826.08251953125,124053,036030,케이티알파,0.016032099149463352,-0.025390703467116582,-0.025390703467116582,-0.06203013445425953,-0.07763403632835753,-0.1041292614337529,0.012444262478493104,0.010500599577648387,280179438.95214844,0.01603206412825653,0.012024048096192397,0.0,down_low_vol,-0.040446462769794356,0.008282130572824642,5.90729453071395,3.0,-0.0031
2025-03-24,856.0,884.0,856.0,882.0,57465,036170,에이치엠넥스,0.030373831775700966,-0.049944506104328545,-0.15996074582924436,-0.13535353535353534,-0.09799789251844049,-0.06140350877192979,0.03602795269303154,0.026271148842938904,269972128.0,0.030373831775700966,0.030373831775700966,0.026077097505669,down_low_vol,-0.02606190671862596,0.007930941484022631,5.152174203067458,2.0,0.022977097505669
2024-07-04,10840.0,11030.0,10560.0,10990.0,44901,036420,콘텐트리중앙,0.001823154056517673,-0.01702508960573479,-0.020535714285714324,-0.06159110350727115,-0.08811305070656694,-0.13553979511426317,0.012398683545118321,0.009701441632976713,440028640.0,0.013837638376383854,0.004612546125461359,0.018198362147406666,down_low_vol,-0.02768648595535317,0.005597048651307883,6.348654750229429,2.0,0.015098362147406666
2024-07-30,9420.0,9460.0,9140.0,9140.0,39529,036420,콘텐트리중앙,-0.02972399150743099,0.004264392324093924,-0.017726798748696537,-0.05800000000000005,-0.11299435028248583,-0.160427807486631,0.015773773544721082,0.013384943527634634,155863320.0,-0.02972399150743099,-0.0286624203821656,0.0,down_low_vol,-0.020113446148894765,0.0066758272314356324,4.333227098063799,3.0,-0.0031
